string_id	ENGLISH	FR	ITALIAN	GERMAN	SPANISH	RUSSIAN	PORTUGUESE	KOREAN	CHINESE - SIMPLIFIED	CHINESE - TRADITIONAL	JAPANESE	ARABIC	THAI
tower_desc_flame_3	more {damage!!|damage} `stronger {burn!!|ability} `Increased {speed!!|speed} `improved {距离!|距离}	more {damage!!|damage} `stronger {burn!!|ability} `Increased {speed!!|speed} `improved {距离!|距离}	more {damage!!|damage} `stronger {burn!!|ability} `Increased {speed!!|speed} `improved {距离!|距离}	more {damage!!|damage} `stronger {burn!!|ability} `Increased {speed!!|speed} `improved {距离!|距离}	more {damage!!|damage} `stronger {burn!!|ability} `Increased {speed!!|speed} `improved {距离!|距离}	more {damage!!|damage} `stronger {burn!!|ability} `Increased {speed!!|speed} `improved {距离!|距离}	more {damage!!|damage} `stronger {burn!!|ability} `Increased {speed!!|speed} `improved {距离!|距离}	more {damage!!|damage} `stronger {burn!!|ability} `Increased {speed!!|speed} `improved {距离!|距离}	更多{伤害!!|damage} `提高{烈焰!!|ability}能力 `提高{攻速!!|speed} `强化{射程!|range}	more {damage!!|damage} `stronger {burn!!|ability} `Increased {speed!!|speed} `improved {距离!|距离}	more {damage!!|damage} `stronger {burn!!|ability} `Increased {speed!!|speed} `improved {距离!|距离}	more {damage!!|damage} `stronger {burn!!|ability} `Increased {speed!!|speed} `improved {距离!|距离}	more {damage!!|damage} `stronger {burn!!|ability} `Increased {speed!!|speed} `improved {距离!|距离}
tower_desc_flame_4	more {damage!!!|damage} `stronger {burn!!!|ability} `Increased {speed!!!|speed}	more {damage!!!|damage} `stronger {burn!!!|ability} `Increased {speed!!!|speed}	more {damage!!!|damage} `stronger {burn!!!|ability} `Increased {speed!!!|speed}	more {damage!!!|damage} `stronger {burn!!!|ability} `Increased {speed!!!|speed}	more {damage!!!|damage} `stronger {burn!!!|ability} `Increased {speed!!!|speed}	more {damage!!!|damage} `stronger {burn!!!|ability} `Increased {speed!!!|speed}	more {damage!!!|damage} `stronger {burn!!!|ability} `Increased {speed!!!|speed}	more {damage!!!|damage} `stronger {burn!!!|ability} `Increased {speed!!!|speed}	更多{伤害!!!|damage} `提高{烈焰!!!|ability}能力 `提高{攻速!!!|speed}	more {damage!!!|damage} `stronger {burn!!!|ability} `Increased {speed!!!|speed}	more {damage!!!|damage} `stronger {burn!!!|ability} `Increased {speed!!!|speed}	more {damage!!!|damage} `stronger {burn!!!|ability} `Increased {speed!!!|speed}	more {damage!!!|damage} `stronger {burn!!!|ability} `Increased {speed!!!|speed}
tower_name_frumpy	Frumpy	Frumpy	Sciattona	Frumpy	Fruncido	Старомодник	Antigo	울창이	豪猪	老土	ふらふら	مزدري	Frumpy
tower_desc_frumpy_0	Slows Bad-Blocks with her mud.	Réduit les mauvaises gouttes avec sa boue.	Rallenta i Block Malvagi con il fango.	Verlangsamt Bad-Blocks mit ihren Schlamm.	Ralentiza a los Blocks Malos con su lodo.	Змедляет Плохие Биты своей грязю	Desacelera os Bad-Blocks com a lama	진흙으로 나쁜 비트를 느려지게 함	利用它身边的淤泥减速邪恶块块	慢下來與土壤	彼女の泥でBad-Blocksを遅らせる。	ابطاء البيتس الاشرار بوحلهم	ทำให้ Bad-Blocks เชื่องช้าลงด้วยโคลนของเธอ
tower_desc_frumpy_1	better {slow|ability}	better {slow|ability}	better {slow|ability}	better {slow|ability}	better {slow|ability}	better {slow|ability}	better {slow|ability}	better {slow|ability}	提高{减速|ability}能力	better {slow|ability}	better {slow|ability}	better {slow|ability}	better {slow|ability}
tower_desc_frumpy_2	better {slow!|ability} `improved {距离|距离}	better {slow!|ability} `improved {距离|距离}	better {slow!|ability} `improved {距离|距离}	better {slow!|ability} `improved {距离|距离}	better {slow!|ability} `improved {距离|距离}	better {slow!|ability} `improved {距离|距离}	better {slow!|ability} `improved {距离|距离}	better {slow!|ability} `improved {距离|距离}	提高{减速!|ability}能力 `强化{射程|range}	better {slow!|ability} `improved {距离|距离}	better {slow!|ability} `improved {距离|距离}	better {slow!|ability} `improved {距离|距离}	better {slow!|ability} `improved {距离|距离}
tower_desc_frumpy_3	better {slow!!|ability} `improved {距离|距离}	better {slow!!|ability} `improved {距离|距离}	better {slow!!|ability} `improved {距离|距离}	better {slow!!|ability} `improved {距离|距离}	better {slow!!|ability} `improved {距离|距离}	better {slow!!|ability} `improved {距离|距离}	better {slow!!|ability} `improved {距离|距离}	better {slow!!|ability} `improved {距离|距离}	提高{减速!!|ability}能力 `强化{射程|range}	better {slow!!|ability} `improved {距离|距离}	better {slow!!|ability} `improved {距离|距离}	better {slow!!|ability} `improved {距离|距离}	better {slow!!|ability} `improved {距离|距离}
tower_desc_frumpy_4	better {slow!!!|ability} 	better {slow!!!|ability} 	better {slow!!!|ability} 	better {slow!!!|ability} 	better {slow!!!|ability} 	better {slow!!!|ability} 	better {slow!!!|ability} 	better {slow!!!|ability} 	提高{减速!!!|ability}能力 	better {slow!!!|ability} 	better {slow!!!|ability} 	better {slow!!!|ability} 	better {slow!!!|ability} 
tower_name_goo	Goo	Goo	Gelatina	Goo	Viscosidad	Прилипала	Substância	찐득이	粘咕	黏液	グー	goo	Goo
tower_desc_goo_0	Releases a toxic slime that slows and damages Bad-Blocks.	Libère une boue toxique qui ralentit et endommage les Mal-Morceaux.	Rilascia una bava tossica che rallenta e danneggia i Block Malvagi	Pressemitteilungen einen giftigen Schleim, verlangsamt und Schäden Bad-Blocks.	Libera una baba toxica que ralentiza y daña a los Blocks Malos	Исаускает токсичную слизь, которая замедляет и повреждает Плохие Биты.	Libera um Ácido tóxico que desacelera e danifica os Bad-Blocks.	찐득찐득 한 액체로 나쁜 비트를 느려지게 하고 데미지를 줌	释放有毒的粘液，减速并对邪恶块块们造成持续伤害	 釋放一個有毒的泥土，減慢和損害壞塊。	Bad-Blocksを遅くして損害を与える有毒な粘液を放出します。	اطلاق الطين السام ,يبطئ ويدمر البيتس	ปล่อยเมือกพิษที่ทำให้เชื่องช้าและสร้างความเสียหายแก่ Bad-Blocks
tower_desc_goo_1	More {damage|damage} `Increased {speed|speed} `bigger {splash|splash} 	More {damage|damage} `Increased {speed|speed} `bigger {splash|splash} 	More {damage|damage} `Increased {speed|speed} `bigger {splash|splash} 	More {damage|damage} `Increased {speed|speed} `bigger {splash|splash} 	More {damage|damage} `Increased {speed|speed} `bigger {splash|splash} 	More {damage|damage} `Increased {speed|speed} `bigger {splash|splash} 	More {damage|damage} `Increased {speed|speed} `bigger {splash|splash} 	More {damage|damage} `Increased {speed|speed} `bigger {splash|splash} 	更多{伤害|damage} `提高{攻速|speed} `扩大{溅射范围|splash} 	More {damage|damage} `Increased {speed|speed} `bigger {splash|splash} 	More {damage|damage} `Increased {speed|speed} `bigger {splash|splash} 	More {damage|damage} `Increased {speed|speed} `bigger {splash|splash} 	More {damage|damage} `Increased {speed|speed} `bigger {splash|splash} 
tower_desc_goo_2	More {damage!|damage} `better {slow|ability}	More {damage!|damage} `better {slow|ability}	More {damage!|damage} `better {slow|ability}	More {damage!|damage} `better {slow|ability}	More {damage!|damage} `better {slow|ability}	More {damage!|damage} `better {slow|ability}	More {damage!|damage} `better {slow|ability}	More {damage!|damage} `better {slow|ability}	更多{伤害!|damage} `提高{减速|ability}能力	More {damage!|damage} `better {slow|ability}	More {damage!|damage} `better {slow|ability}	More {damage!|damage} `better {slow|ability}	More {damage!|damage} `better {slow|ability}
tower_desc_goo_3	Increased {speed|speed} `bigger {splash!|splash} `better {slow!!|ability}	Increased {speed|speed} `bigger {splash!|splash} `better {slow!!|ability}	Increased {speed|speed} `bigger {splash!|splash} `better {slow!!|ability}	Increased {speed|speed} `bigger {splash!|splash} `better {slow!!|ability}	Increased {speed|speed} `bigger {splash!|splash} `better {slow!!|ability}	Increased {speed|speed} `bigger {splash!|splash} `better {slow!!|ability}	Increased {speed|speed} `bigger {splash!|splash} `better {slow!!|ability}	Increased {speed|speed} `bigger {splash!|splash} `better {slow!!|ability}	提高{攻速|speed} `扩大{溅射范围!|splash} `提高{减速!!|ability}能力	Increased {speed|speed} `bigger {splash!|splash} `better {slow!!|ability}	Increased {speed|speed} `bigger {splash!|splash} `better {slow!!|ability}	Increased {speed|speed} `bigger {splash!|splash} `better {slow!!|ability}	Increased {speed|speed} `bigger {splash!|splash} `better {slow!!|ability}
tower_desc_goo_4	More {damage|damage} `bigger {splash!!|splash} `better {slow!!!|ability}	More {damage|damage} `bigger {splash!!|splash} `better {slow!!!|ability}	More {damage|damage} `bigger {splash!!|splash} `better {slow!!!|ability}	More {damage|damage} `bigger {splash!!|splash} `better {slow!!!|ability}	More {damage|damage} `bigger {splash!!|splash} `better {slow!!!|ability}	More {damage|damage} `bigger {splash!!|splash} `better {slow!!!|ability}	More {damage|damage} `bigger {splash!!|splash} `better {slow!!!|ability}	More {damage|damage} `bigger {splash!!|splash} `better {slow!!!|ability}	更多{伤害|damage} `扩大{溅射范围!!|splash} `提高{减速!!!|ability}能力	More {damage|damage} `bigger {splash!!|splash} `better {slow!!!|ability}	More {damage|damage} `bigger {splash!!|splash} `better {slow!!!|ability}	More {damage|damage} `bigger {splash!!|splash} `better {slow!!!|ability}	More {damage|damage} `bigger {splash!!|splash} `better {slow!!!|ability}
tower_name_ice	Ice	La glace	Ghiaggio	Eis	Hielo	Лед	Gelo	얼음	冰块	冰	氷	ثلج	น้ำแข็ง
tower_desc_ice_0	Freezes Bad-Blocks for a long duration. Frozen Bad-Blocks take less damage.	Gèle de mauvais Blocks pour une longue durée. Les Mal-Morceaux congelés prennent moins de dégâts.	Congela i Block Malvagi per molto tempo. I Block Malvagi congelati subiscono meno danni	Friert Bad-Blocks Für eine lange Dauer. Gefrorene Bad-Blocks nehmen weniger Schaden.	Congela a los Blocks Malos por una larga duración. Los Blocks Congelados toman menos daño.	Замораживает Плохие Биты на долгое время. Замороженные Плохие Биты наносят меньше урона.	Congela Bad-Blocks para um longo tempo. Bad-Blocks congelados levam menor dano.	나쁜 비트를 일시간 얼림. 얼려진 나쁜 비트는 데미지를 덜 받음	将邪恶块块们长时间冻在原地，被冻住的邪恶块块受到的伤害较低	 凍結壞塊長時間。冷凍壞塊減少傷害	長い間バッドBlockをフリーズします。 凍ったBad-Blocksはダメージが少なくなります。	تجميد البيتس لمدة اطول,تأخذ البيتس المجمدة اقل دمار	แช่แข็ง Bad-Blocks เป็นระยะเวลานาน Bad-Blocks ที่โดนแช่แข็งจะรับความเสียหายน้อยลง
tower_desc_ice_1	More {damage|damage} `Improved {距离|距离} `bigger {splash|splash}	More {damage|damage} `Improved {距离|距离} `bigger {splash|splash}	More {damage|damage} `Improved {距离|距离} `bigger {splash|splash}	More {damage|damage} `Improved {距离|距离} `bigger {splash|splash}	More {damage|damage} `Improved {距离|距离} `bigger {splash|splash}	More {damage|damage} `Improved {距离|距离} `bigger {splash|splash}	More {damage|damage} `Improved {距离|距离} `bigger {splash|splash}	More {damage|damage} `Improved {距离|距离} `bigger {splash|splash}	更多{伤害|damage} `强化{射程|range} `扩大{溅射范围|splash}	More {damage|damage} `Improved {距离|距离} `bigger {splash|splash}	More {damage|damage} `Improved {距离|距离} `bigger {splash|splash}	More {damage|damage} `Improved {距离|距离} `bigger {splash|splash}	More {damage|damage} `Improved {距离|距离} `bigger {splash|splash}
tower_desc_ice_2	More {damage!|damage} `Increased {speed|speed} `better {freeze|ability}	More {damage!|damage} `Increased {speed|speed} `better {freeze|ability}	More {damage!|damage} `Increased {speed|speed} `better {freeze|ability}	More {damage!|damage} `Increased {speed|speed} `better {freeze|ability}	More {damage!|damage} `Increased {speed|speed} `better {freeze|ability}	More {damage!|damage} `Increased {speed|speed} `better {freeze|ability}	More {damage!|damage} `Increased {speed|speed} `better {freeze|ability}	More {damage!|damage} `Increased {speed|speed} `better {freeze|ability}	更多{伤害!|damage} `提高{攻速|speed} `提高{冻结|ability}能力	More {damage!|damage} `Increased {speed|speed} `better {freeze|ability}	More {damage!|damage} `Increased {speed|speed} `better {freeze|ability}	More {damage!|damage} `Increased {speed|speed} `better {freeze|ability}	More {damage!|damage} `Increased {speed|speed} `better {freeze|ability}
tower_desc_ice_3	More {damage!!|damage} `bigger {splash|splash}	More {damage!!|damage} `bigger {splash|splash}	More {damage!!|damage} `bigger {splash|splash}	More {damage!!|damage} `bigger {splash|splash}	More {damage!!|damage} `bigger {splash|splash}	More {damage!!|damage} `bigger {splash|splash}	More {damage!!|damage} `bigger {splash|splash}	More {damage!!|damage} `bigger {splash|splash}	更多{伤害!!|damage} `扩大{溅射范围|splash}	More {damage!!|damage} `bigger {splash|splash}	More {damage!!|damage} `bigger {splash|splash}	More {damage!!|damage} `bigger {splash|splash}	More {damage!!|damage} `bigger {splash|splash}
tower_desc_ice_4	More {damage!!!|damage} `Improved {距离|距离} `Increased {speed|speed} `bigger {splash!|splash}	More {damage!!!|damage} `Improved {距离|距离} `Increased {speed|speed} `bigger {splash!|splash}	More {damage!!!|damage} `Improved {距离|距离} `Increased {speed|speed} `bigger {splash!|splash}	More {damage!!!|damage} `Improved {距离|距离} `Increased {speed|speed} `bigger {splash!|splash}	More {damage!!!|damage} `Improved {距离|距离} `Increased {speed|speed} `bigger {splash!|splash}	More {damage!!!|damage} `Improved {距离|距离} `Increased {speed|speed} `bigger {splash!|splash}	More {damage!!!|damage} `Improved {距离|距离} `Increased {speed|speed} `bigger {splash!|splash}	More {damage!!!|damage} `Improved {距离|距离} `Increased {speed|speed} `bigger {splash!|splash}	更多{伤害!!!|damage} `强化{射程|range} `提高{攻速|speed} `扩大{溅射范围!|splash}	More {damage!!!|damage} `Improved {距离|距离} `Increased {speed|speed} `bigger {splash!|splash}	More {damage!!!|damage} `Improved {距离|距离} `Increased {speed|speed} `bigger {splash!|splash}	More {damage!!!|damage} `Improved {距离|距离} `Increased {speed|speed} `bigger {splash!|splash}	More {damage!!!|damage} `Improved {距离|距离} `Increased {speed|speed} `bigger {splash!|splash}
tower_name_ninja	Ninja	Ninja	Ninja	Ninja	Ninja	Ниндзя	Ninja	닌자	忍者	忍者	忍者	نينجا	นินจา
tower_desc_ninja_0	Keen eye. Incredibly fast. 	Un œil vif. Incroyablement rapide.	Vista acuta. Incredibilmente veloce	Scharfes Auge. Unglaublich schnell.	Ojo agudo. Increiblemente rápidos.	Зоркий глаз. Невероятно быстрый.	Olho afiado. Incrívelmente rápido.	매서운 눈. 굉장히 빠름.	目光敏锐，行动迅捷	 敏銳的目光。難以置信的快	キーン目。 信じられないほど速い。	عين غول ,سريعة جدا	ตาเฉียบแหลม รวดเร็วมาก
